Manufacturer,Model,Nationality,Derivative,Doors,Engine Size,OTR,12 month 12k miles Part-Ex,24 month 24k miles Part-Ex,36 month 36k miles Part-Ex,48 month 48k miles  Part-Ex,12month 12k miles % of OTR,24 month 24k miles % of OTR,36 month 36k miles % of OTR,3YR % Depreciation,48 month 48k miles % of OTR
Kia,Optima (2014-),South Korea,4Dr Saloon 1.7 CRDi EcoDynamics DPF SS 134 EU5 2 6Spd,4,1.7,22695,_13500.00,_11100.00,_9100.00,_7775.00,0.5948,0.4891,0.401,,0.3426
Vauxhall,Zafira Tourer (2011-),Britain,5Dr MPV 2.0 CDTi DPF 130 EU5 ES 6Spd,5,2.0,23075,_13725.00,_11275.00,_9275.00,_7925.00,0.5948,0.4886,0.402,,0.3434
Vauxhall,Agila (2008-),Britain,5Dr MPV 1.2 VVT ecoFLEX 94 S,5,1.2,11305,_6725.00,_5500.00,_4550.00,_3850.00,0.5949,0.4865,0.4025,,0.3406
Nissan,Qashqai+2 (2010-),Japan,5Dr Hatchback 2WD 1.6 117 EU5 Acenta SNav,5,1.6,20845,_12400.00,_10175.00,_8350.00,_7150.00,0.5949,0.4881,0.4006,,0.343
Vauxhall,Insignia (2013-),Britain,5Dr Hatchback 2.0 CDTi DPF 130 EU5 Energy 6Spd,5,2.0,21559,_12825.00,_10500.00,_8550.00,_7275.00,0.5949,0.487,0.3966,,0.3374
Nissan,370Z (2009-),Japan,2Dr Roadster 3.7 V6 328 GT Auto7,2,3.7,37945,_22575.00,_18575.00,_15225.00,_13025.00,0.5949,0.4895,0.4012,,0.3433
Ford,Fiesta (2012-),USA,3Dr Hatchback 1.0 SS 80 EU5 Zetec,3,1.0,13445,_8000.00,_6550.00,_5325.00,_4525.00,0.595,0.4872,0.3961,,0.3366
Ford,Fiesta (2012-),USA,5Dr Hatchback 1.0EcoBoost SS 100 EU5 Titanium,5,1.0,15545,_9250.00,_7575.00,_6150.00,_5225.00,0.595,0.4873,0.3956,,0.3361
Citroen,DS4 (2011-),France,5Dr Hatchback 1.6THP 200 EU5 DSport 6Spd,5,1.6,23360,_13900.00,_11425.00,_9375.00,_8000.00,0.595,0.4891,0.4013,,0.3425
Peugeot,3008 (2013-),France,5Dr MPV 1.6 VTi 120 EU5 Active,5,1.6,18950,_11275.00,_9275.00,_7600.00,_6500.00,0.595,0.4894,0.4011,,0.343
Fiat,Doblo (2010-),Italy/USA,5Dr MPV High Roof 2.0 16V Multijet DPF SS 135 EU5 Eleganza Family 6Spd,5,2.0,19665,_11700.00,_9625.00,_7900.00,_6750.00,0.595,0.4894,0.4017,,0.3432
BMW,3 Series (2011-),Germany,328i 5Dr Touring 2.0 SS 245 EU6 Sport Professional Media 6Spd,5,2.0,33990,_20225.00,_16650.00,_13650.00,_11675.00,0.595,0.4898,0.4016,,0.3435
Vauxhall,Insignia (2013-),Britain,5Dr Sports Tourer 2.0 CDTi ecoFLEX DPF SS 163 EU5 Elite Nav 6Spd,5,2.0,25884,_15400.00,_12600.00,_10300.00,_8725.00,0.595,0.4868,0.3979,,0.3371
Audi,A6 (2011-),Germany,5Dr Avant 3.0 TDI V6 DPF SS 204 EU5 S line MTron Auto8,5,3.0,41095,_24450.00,_20100.00,_16500.00,_14100.00,0.595,0.4891,0.4015,,0.3431
Ford,Focus (2011-),USA,5Dr Hatchback 1.0EcoBoost 100 EU5 Edge,5,1.0,16595,_9875.00,_8100.00,_6675.00,_5700.00,0.5951,0.4881,0.4022,,0.3435
BMW,3 Series (2011-),Germany,330d xDrive 5Dr Touring 3.0 BluePerformance DPF SS 258 EU6 Luxury Auto8,5,3.0,40410,_24050.00,_19775.00,_16225.00,_13850.00,0.5951,0.4894,0.4015,,0.3427
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V ecoFLEX SS 70 EU5 Jam,3,1.2,11550,_6875.00,_5650.00,_4625.00,_3950.00,0.5952,0.4892,0.4004,,0.342
Volvo,S60 (2013-),Swedish,4Dr Saloon 1.6 T3 SS 150 EU5 R DESIGN 6Spd,4,1.6,27050,_16100.00,_13150.00,_10725.00,_9075.00,0.5952,0.4861,0.3965,,0.3355
BMW,3 Series (2011-),Germany,318d 4Dr Saloon 2.0 BluePerformance DPF SS 143 EU6 Luxury Professional Media Auto8,4,2.0,34610,_20600.00,_16925.00,_13900.00,_11875.00,0.5952,0.489,0.4016,,0.3431
Ford,Focus (2011-),USA,5Dr Hatchback 1.0EcoBoost 100 EU5 Zetec,5,1.0,17595,_10475.00,_8600.00,_7050.00,_6025.00,0.5953,0.4888,0.4007,,0.3424
Toyota,Yaris (2011-),Japan,5Dr Hatchback 1.33 Dual VVTi 99 EU5 Trend SNav Leather 6Spd,5,1.3,16545,_9850.00,_8075.00,_6650.00,_5675.00,0.5953,0.4881,0.4019,,0.343
Volkswagen,Beetle (2011-),Germany,3Dr Hatchback 1.4 TSI 160 EU5 Sport 6Spd,3,1.4,21965,_13075.00,_10775.00,_8850.00,_7550.00,0.5953,0.4906,0.4029,,0.3437
BMW,3 Series (2011-),Germany,316i 5Dr Touring 1.6 SS 136 EU6 Sport Business Media Auto8,5,1.6,28765,_17125.00,_14100.00,_11575.00,_9875.00,0.5953,0.4902,0.4024,,0.3433
Hyundai,i30 (2012-),South Korea,5Dr Hatchback 1.6 CRDi DPF 110 EU5 GO SE 6Spd,5,1.6,18395,_10950.00,_9000.00,_7400.00,_6325.00,0.5953,0.4893,0.4023,,0.3438
Volkswagen,Golf SV (2014-),Germany,5Dr Hatchback 1.4 TSI BlueMotion Tech ACT SS 150 EU6 GT 6Spd,5,1.4,24895,_14825.00,_12200.00,_10000.00,_8550.00,0.5955,0.4901,0.4017,,0.3434
Toyota,Verso (2013-),Japan,5Dr MPV 1.6 D-4D DPF SS 110 EU5 Excel SNav 6Spd,5,1.6,24645,_14675.00,_12050.00,_9900.00,_8450.00,0.5955,0.4889,0.4017,,0.3429
Mercedes Benz,E Class (2013-),Germany,E300 5Dr Estate 2.1h CDi BlueTEC DPF SS 231 EU5 AMG Sport 7G-T+ Auto,5,2.1,44165,_26300.00,_21625.00,_17750.00,_15175.00,0.5955,0.4896,0.4019,,0.3436
BMW,3 Series (2011-),Germany,335d xDrive 4Dr Saloon 3.0 DPF SS 313 EU6 Luxury Auto8,4,3.0,41015,_24425.00,_20075.00,_16475.00,_14100.00,0.5955,0.4895,0.4017,,0.3438
Skoda,Superb (2013-),Czech,5Dr Estate 1.8 TSi 160 EU5 Elegance DSG Auto7,5,1.8,27030,_16100.00,_13225.00,_10875.00,_9300.00,0.5956,0.4893,0.4023,,0.3441
Volkswagen,Passat (2010-),Germany,4Dr Saloon 2.0 TDI BlueMotion Tech DPF SS 177 EU5 Executive Style DSG Auto6,4,2.0,27745,_16525.00,_13600.00,_11150.00,_9525.00,0.5956,0.4902,0.4019,,0.3433
Mazda,3 (2013-),Italy,4Dr Saloon 2.0 SKYACTIV SS 120 EU5 Sport Nav 6Spd,4,2.0,19895,_11850.00,_9750.00,_7975.00,_6825.00,0.5956,0.4901,0.4009,,0.3431
Mazda,3 (2013-),Italy,5Dr Hatchback 2.0 SKYACTIV SS 120 EU5 Sport Nav 6Spd,5,2.0,19895,_11850.00,_9750.00,_7975.00,_6825.00,0.5956,0.4901,0.4009,,0.3431
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V 70 EU5 Glam Style,3,1.2,13345,_7950.00,_6550.00,_5350.00,_4575.00,0.5957,0.4908,0.4009,,0.3428
Chevrolet,Trax (2013-),USA,5Dr SUV 1.4T SS 140 EU5 LT 6Spd,5,1.4,18255,_10875.00,_8950.00,_7350.00,_6275.00,0.5957,0.4903,0.4026,,0.3437
Vauxhall,Zafira Tourer (2011-),Britain,5Dr MPV 2.0 CDTi ecoFLEX DPF SS 130 EU5 Exclusiv 6Spd,5,2.0,24300,_14475.00,_11900.00,_9775.00,_8350.00,0.5957,0.4897,0.4023,,0.3436
Ford,Focus (2011-),USA,5Dr Estate 2.0 TDCi DPF 163 EU5 Zetec S PowerShift Auto6,5,2.0,23795,_14175.00,_11650.00,_9550.00,_8175.00,0.5957,0.4896,0.4013,,0.3436
Infiniti,Q50 (2013-),Japan,4Dr Saloon 2.2d DPF SS 170 EU5 SE 6Spd,4,2.2,27950,_16650.00,_13675.00,_11225.00,_9600.00,0.5957,0.4893,0.4016,,0.3435
Smart,ForTwo (2012-),Germany,2Dr Coupe 0.8CDI DPF 54 EU5 Passion Luxury Softouch Auto5,2,0.8,12295,_7325.00,_6025.00,_4925.00,_4225.00,0.5958,0.49,0.4006,,0.3436
BMW,3 Series (2011-),Germany,316i 5Dr Touring 1.6 SS 136 EU6 SE Business Media 6Spd,5,1.6,26605,_15850.00,_13025.00,_10700.00,_9150.00,0.5958,0.4896,0.4022,,0.3439
Citroen,C4 Grand Picasso (2013-),France,5Dr MPV 2.0 BlueHDi DPFR SS 150 EU6 Exclusive+ 6Spd,5,2.0,26855,_16000.00,_13175.00,_10825.00,_9250.00,0.5958,0.4906,0.4031,,0.3444
BMW,3 Series (2011-),Germany,328i 5Dr Touring 2.0 SS 245 EU6 Sport 6Spd,5,2.0,32100,_19125.00,_15725.00,_12925.00,_11025.00,0.5958,0.4899,0.4026,,0.3435
Volvo,V40 (2012-),Swedish,5Dr Hatchback 2.0 D3 DPF SS 150 EU5 SE Lux Nav 6Spd,5,2.0,26770,_15950.00,_13100.00,_10775.00,_9200.00,0.5958,0.4894,0.4025,,0.3437
BMW,3 Series (2011-),Germany,328i 4Dr Saloon 2.0 SS 245 EU6 M Sport Business Media 6Spd,4,2.0,33655,_20050.00,_16475.00,_13525.00,_11575.00,0.5958,0.4895,0.4019,,0.3439
Volvo,XC60 (2013-),Swedish,5Dr SUV 3.0 T6 304 EU5 R DESIGN Lux Nav GTron Auto6 AWD,5,3.0,43720,_26050.00,_21625.00,_17950.00,_15575.00,0.5958,0.4946,0.4106,,0.3562
Vauxhall,Insignia (2013-),Britain,5Dr Hatchback 2.0 CDTi ecoFLEX DPF SS 163 EU5 SE 6Spd,5,2.0,21354,_12725.00,_10400.00,_8475.00,_7200.00,0.5959,0.487,0.3969,,0.3372
Vauxhall,Insignia (2013-),Britain,4Dr Saloon 2.0 CDTi ecoFLEX DPF SS 163 EU5 SE 6Spd,4,2.0,21354,_12725.00,_10400.00,_8475.00,_7200.00,0.5959,0.487,0.3969,,0.3372
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF 75 S AC,5,1.3,14680,_8750.00,_7200.00,_5900.00,_5050.00,0.596,0.4905,0.4019,,0.344
BMW,2 Series (2013-),Germany,220i 2Dr Coupe 2.0 SS 184 EU6 SE Professional Media Auto8,2,2.0,28480,_16975.00,_13950.00,_11475.00,_9800.00,0.596,0.4898,0.4029,,0.3441
BMW,2 Series (2013-),Germany,220i 2Dr Coupe 2.0 SS 184 EU6 Modern Business Media Auto8,2,2.0,28480,_16975.00,_13950.00,_11475.00,_9800.00,0.596,0.4898,0.4029,,0.3441
Volkswagen,Passat (2010-),Germany,5Dr Estate 2.0 TDI BlueMotion Tech DPF SS 177 EU5 Executive Style DSG Auto6,5,2.0,29155,_17375.00,_14275.00,_11725.00,_10025.00,0.596,0.4896,0.4022,,0.3439
BMW,3 Series (2011-),Germany,318d 4Dr Saloon 2.0 BluePerformance DPF SS 143 EU6 Luxury Auto8,4,2.0,32720,_19500.00,_16050.00,_13150.00,_11225.00,0.596,0.4905,0.4019,,0.3431
Suzuki,Jimny (1998-),Japan,3Dr Hardtop 1.3 VVT 85 SZ4,3,1.3,13295,_7925.00,_6525.00,_5350.00,_4550.00,0.5961,0.4908,0.4024,,0.3422
Lexus,IS (2013-),Japan,250 4Dr Saloon 2.5 V6 208 EU5 Premier 18inch Alloys ACC PCS AHB LDA Auto6,4,2.5,37035,_22075.00,_18150.00,_14900.00,_12750.00,0.5961,0.4901,0.4023,,0.3443
Kia,Picanto (2011-),South Korea,5Dr Hatchback 1.25 84 EU5 3 Auto4,5,1.2,12245,_7300.00,_6000.00,_4925.00,_4225.00,0.5962,0.49,0.4022,,0.345
Fiat,Punto (2012-),Italy/USA,5Dr Hatchback 1.4 8V SS 77 EU6 Easy,5,1.4,12160,_7250.00,_5950.00,_4875.00,_4175.00,0.5962,0.4893,0.4009,,0.3433
BMW,2 Series (2013-),Germany,218i 5Dr Active Tourer 1.5 SS 136 EU6 M Sport Auto6,5,1.5,26375,_15725.00,_12950.00,_10625.00,_9075.00,0.5962,0.491,0.4028,,0.3441
Peugeot,308 (2013-),France,5Dr SW 1.6 HDi DPF 92 EU5 Active,5,1.6,18995,_11325.00,_9300.00,_7650.00,_6500.00,0.5962,0.4896,0.4027,,0.3422
Nissan,Qashqai+2 (2010-),Japan,5Dr Hatchback 2WD 1.6 dCi DPF SS 130 EU5 Tekna AVM 6Spd,5,1.6,26040,_15525.00,_12750.00,_10475.00,_8950.00,0.5962,0.4896,0.4023,,0.3437
BMW,3 Series (2011-),Germany,316i 4Dr Saloon 1.6 SS 136 EU6 Sport Business Media 6Spd,4,1.6,26290,_15675.00,_12900.00,_10575.00,_9050.00,0.5962,0.4907,0.4022,,0.3442
Honda,Civic (2011-),Japan,5Dr Hatchback 1.8 i-VTEC 142 EU5 ES-T Auto5,5,1.8,22390,_13350.00,_10975.00,_9000.00,_7700.00,0.5962,0.4902,0.402,,0.3439
Mitsubishi,ASX (2010-),Japan,5Dr SUV 4WD 1.8 D 114 DPF EU5 4 6Spd,5,1.8,21679,_12925.00,_10575.00,_8600.00,_7300.00,0.5962,0.4878,0.3967,,0.3367
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V 70 EU5 Jam Urban,3,1.2,11655,_6950.00,_5725.00,_4675.00,_4000.00,0.5963,0.4912,0.4011,,0.3432
Hyundai,ix20 (2010-),South Korea,5Dr MPV 1.6 123 EU5 Style Auto4,5,1.6,15765,_9400.00,_7725.00,_6325.00,_5400.00,0.5963,0.49,0.4012,,0.3425
Ford,Fiesta (2012-),USA,5Dr Hatchback 1.5TDCi DPF 75 EU5 Style,5,1.5,14295,_8525.00,_6975.00,_5700.00,_4800.00,0.5964,0.4879,0.3987,,0.3358
BMW,3 Series (2011-),Germany,328i 5Dr Touring 2.0 SS 245 EU6 Sport Business Media Auto8,5,2.0,34540,_20600.00,_16925.00,_13900.00,_11875.00,0.5964,0.49,0.4024,,0.3438
Vauxhall,Astra GTC (2011-),Britain,3Dr Hatchback 2.0 CDTi DPF SS 165 EU5 SRi 6Spd,3,2.0,22930,_13675.00,_11225.00,_9225.00,_7875.00,0.5964,0.4895,0.4023,,0.3434
Peugeot,208 (2012-),France,3Dr Hatchback 1.2 e-VTi SS 82 EU5 Allure EGC Auto5,3,1.2,14795,_8825.00,_7275.00,_5950.00,_5100.00,0.5965,0.4917,0.4022,,0.3447
Skoda,Rapid (2012-),Czech,5Dr Spaceback 1.2 TSi GreenTech SS 105 EU5 SE 6Spd,5,1.2,16430,_9800.00,_8025.00,_6600.00,_5650.00,0.5965,0.4884,0.4017,,0.3439
Seat,Alhambra (2010-),Spanish,5Dr MPV 2.0 TDI CR DPFR SS 140 EU5 SE DSG Auto6,5,2.0,28795,_17175.00,_14150.00,_11600.00,_9900.00,0.5965,0.4914,0.4028,,0.3438
Vauxhall,Insignia (2013-),Britain,5Dr Sports Tourer 2.0 CDTi ecoFLEX DPF SS 140 EU5 Design 6Spd,5,2.0,20494,_12225.00,_10000.00,_8175.00,_6900.00,0.5965,0.4879,0.3989,,0.3367
Vauxhall,Insignia (2013-),Britain,5Dr Hatchback 2.0 CDTi DPF 130 EU5 SRi VX line 6Spd,5,2.0,21124,_12600.00,_10325.00,_8400.00,_7125.00,0.5965,0.4888,0.3977,,0.3373
Audi,A6 (2011-),Germany,5Dr Avant 3.0 TDI V6 DPF SS 204 EU5 S line 6Spd,5,3.0,39565,_23600.00,_19400.00,_15950.00,_13600.00,0.5965,0.4903,0.4031,,0.3437
Nissan,Micra (2013-),Japan,5Dr Hatchback 1.2 12V 80 EU5 Acenta SNav CVT Auto,5,1.2,13200,_7875.00,_6450.00,_5300.00,_4550.00,0.5966,0.4886,0.4015,,0.3447
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.3 CDTi ecoFLEX DPF 75 S AC,3,1.3,14080,_8400.00,_6900.00,_5675.00,_4825.00,0.5966,0.4901,0.4031,,0.3427
Citroen,DS5 (2011-),France,5Dr Hatchback 2.0HDi DPF 160 EU5 DSport 6Spd,5,2.0,28915,_17250.00,_14175.00,_11650.00,_9950.00,0.5966,0.4902,0.4029,,0.3441
Vauxhall,Insignia (2013-),Britain,5Dr Hatchback 2.0 CDTi DPF 130 EU5 SRi 6Spd,5,2.0,19904,_11875.00,_9700.00,_7900.00,_6725.00,0.5966,0.4873,0.3969,,0.3379
BMW,7 Series (2012-),Germany,740d 4Dr Saloon 3.0 DPF SS 313 EU5 M Sport Auto8,4,3.0,70735,_42200.00,_34525.00,_28150.00,_23875.00,0.5966,0.4881,0.398,,0.3375
Peugeot,208 (2012-),France,5Dr Hatchback 1.2 VTi 82 EU5 Allure,5,1.2,14495,_8650.00,_7150.00,_5850.00,_5025.00,0.5968,0.4933,0.4036,,0.3467
Toyota,Verso-S (2011-),Japan,5Dr MPV 1.33 Dual VVTi 98 T Spirit SNav Mdrive S Auto7,5,1.3,18095,_10800.00,_8875.00,_7275.00,_6225.00,0.5968,0.4905,0.402,,0.344
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 Jam Urban,3,1.4,11980,_7150.00,_5875.00,_4800.00,_4100.00,0.5968,0.4904,0.4007,,0.3422
Vauxhall,Insignia (2013-),Britain,5Dr Hatchback 2.0 CDTi ecoFLEX DPF SS 140 EU5 Elite 6Spd,5,2.0,23374,_13950.00,_11425.00,_9300.00,_7875.00,0.5968,0.4888,0.3979,,0.3369
Fiat,Punto (2012-),Italy/USA,3Dr Hatchback 1.4 8V SS 77 EU6 Easy,3,1.4,11560,_6900.00,_5700.00,_4675.00,_4000.00,0.5969,0.4931,0.4044,,0.346
Audi,A4 (2011-),Germany,5Dr Avant 1.8 TFSI SS 170 EU6 SE Technik 6Spd,5,1.8,28315,_16900.00,_13875.00,_11425.00,_9750.00,0.5969,0.49,0.4035,,0.3443
Volvo,C70 (2010-),Swedish,2Dr Coupe-Convertible 2.0 D4 DPF 177 EU5 SE Lux Solstice GTron Auto6,2,2.0,38490,_22975.00,_18875.00,_15500.00,_13225.00,0.5969,0.4904,0.4027,,0.3436
Vauxhall,Insignia (2013-),Britain,5Dr Hatchback 2.0 CDTi ecoFLEX DPF SS 163 EU5 Elite Nav 6Spd,5,2.0,24584,_14675.00,_12000.00,_9800.00,_8300.00,0.5969,0.4881,0.3986,,0.3376
Vauxhall,Insignia (2013-),Britain,4Dr Saloon 2.0 CDTi ecoFLEX DPF SS 163 EU5 Elite Nav 6Spd,4,2.0,24584,_14675.00,_12000.00,_9800.00,_8300.00,0.5969,0.4881,0.3986,,0.3376
Mercedes Benz,E Class (2013-),Germany,E350 4Dr Saloon 3.0 CDi BlueTEC DPF SS 252 EU6 AMG Sport 7G-T+ Auto,4,3.0,41255,_24625.00,_20250.00,_16625.00,_14200.00,0.5969,0.4908,0.403,,0.3442
BMW,2 Series (2013-),Germany,218i 5Dr Active Tourer 1.5 SS 136 EU6 Sport Auto6,5,1.5,24625,_14700.00,_12075.00,_9900.00,_8475.00,0.597,0.4904,0.402,,0.3442
BMW,3 Series (2011-),Germany,330d xDrive 4Dr Saloon 3.0 BluePerformance DPF SS 258 EU6 Luxury Business Media Auto8,4,3.0,39985,_23875.00,_19625.00,_16125.00,_13750.00,0.5971,0.4908,0.4033,,0.3439
BMW,3 Series (2011-),Germany,330d 4Dr Saloon 3.0 BluePerformance DPF SS 258 EU6 Luxury Professional Media Auto8,4,3.0,39360,_23500.00,_19325.00,_15850.00,_13550.00,0.5971,0.491,0.4027,,0.3443
BMW,5 Series (2013-),Germany,528i 5Dr Touring 2.0 SS 245 EU6 M Sport 6Spd,5,2.0,40690,_24300.00,_20000.00,_16400.00,_14025.00,0.5972,0.4915,0.403,,0.3447
Nissan,Qashqai (2010-),Japan,5Dr Hatchback 2WD 2.0 140 Tekna AVM 6Spd,5,2.0,23400,_13975.00,_11500.00,_9425.00,_8050.00,0.5972,0.4915,0.4028,,0.344
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.2 16V ecoFLEX SS 70 EU5 Slam Extreme,3,1.2,14440,_8625.00,_7100.00,_5825.00,_5000.00,0.5973,0.4917,0.4034,,0.3463
Vauxhall,Astra (2012-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF 95 EU5 Tech Line,5,1.3,17915,_10700.00,_8800.00,_7225.00,_6175.00,0.5973,0.4912,0.4033,,0.3447
Peugeot,Partner Tepee (2012-),France,5Dr MPV 1.6 HDi FAP 75 EU5 S,5,1.6,14565,_8700.00,_7150.00,_5850.00,_5025.00,0.5973,0.4909,0.4016,,0.345
Skoda,Octavia (2013-),Czech,5Dr Hatchback 2.0 TDi CR DPF SS 150 EU5 Laurin & Klement 6Spd,5,2.0,26410,_15775.00,_12925.00,_10525.00,_8925.00,0.5973,0.4894,0.3985,,0.3379
Ford,Ka (2008-),USA,3Dr Hatchback 1.2 SS 69 EU6 Zetec,3,1.2,10545,_6300.00,_5175.00,_4250.00,_3625.00,0.5974,0.4908,0.403,,0.3438
Volkswagen,Golf (2012-),Germany,5Dr Estate 1.4 TSI BlueMotion Tech ACT SS 140 EU6 GT DSG Auto7,5,1.4,25610,_15300.00,_12575.00,_10325.00,_8825.00,0.5974,0.491,0.4032,,0.3446
Peugeot,Partner Tepee (2012-),France,5Dr MPV 1.6 HDi FAP 92 EU5 S 7Seat,5,1.6,15860,_9475.00,_7800.00,_6400.00,_5450.00,0.5974,0.4918,0.4035,,0.3436
Hyundai,ix20 (2010-),South Korea,5Dr MPV 1.6 123 EU5 Active Auto4,5,1.6,14815,_8850.00,_7275.00,_5975.00,_5125.00,0.5974,0.4911,0.4033,,0.3459
Nissan,Qashqai+2 (2010-),Japan,5Dr Hatchback 2WD 1.6 117 EU5 Acenta,5,1.6,20045,_11975.00,_9850.00,_8075.00,_6900.00,0.5974,0.4914,0.4028,,0.3442
Honda,Civic (2011-),Japan,5Dr Hatchback 1.8 i-VTEC 142 EU5 ES DAB Premium Audio Auto5,5,1.8,21845,_13050.00,_10700.00,_8800.00,_7500.00,0.5974,0.4898,0.4028,,0.3433
Audi,A3 Saloon (2013-),Germany,4Dr Saloon Quattro 2.0 TDI DPF SS 184 EU6 Sport STron Auto6,4,2.0,28455,_17000.00,_14125.00,_11725.00,_10175.00,0.5974,0.4964,0.4121,,0.3576
Vauxhall,Astra (2012-),Britain,5Dr Hatchback 2.0 CDTi DPF SS 165 EU5 Tech Line GT 6Spd,5,2.0,20755,_12400.00,_10175.00,_8350.00,_7150.00,0.5974,0.4902,0.4023,,0.3445
Vauxhall,Astra (2012-),Britain,5Dr Hatchback 2.0 CDTi DPF 165 EU5 Tech Line GT Auto6,5,2.0,20755,_12400.00,_10175.00,_8350.00,_7150.00,0.5974,0.4902,0.4023,,0.3445
Volvo,V40 (2012-),Swedish,5Dr Hatchback 2.0 D4 DPF SS 190 EU6 SE Nav GTron Auto8,5,2.0,27320,_16325.00,_13425.00,_11025.00,_9400.00,0.5975,0.4914,0.4036,,0.3441
Volkswagen,Passat (2010-),Germany,5Dr Estate 1.4 TSI BlueMotion Tech SS 160 EU5 Executive DSG Auto7,5,1.4,25810,_15425.00,_12675.00,_10425.00,_8900.00,0.5976,0.4911,0.4039,,0.3448
Ford,Fiesta (2012-),USA,5Dr Hatchback 1.6TDCi ECOnetic DPF SS 95 EU5 Style,5,1.6,15395,_9200.00,_7525.00,_6125.00,_5200.00,0.5976,0.4888,0.3979,,0.3378
Volvo,V40 (2012-),Swedish,5Dr Hatchback 2.0 D3 DPF SS 150 EU5 SE GTron Auto6,5,2.0,25185,_15050.00,_12375.00,_10150.00,_8675.00,0.5976,0.4914,0.403,,0.3445
Ford,Mondeo (2010-),USA,5Dr Estate 2.0 TDCi DPF 163 EU5 Zetec Business Edition 6Spd,5,2.0,23345,_13950.00,_11400.00,_9300.00,_7875.00,0.5976,0.4883,0.3984,,0.3373
Ford,Galaxy (2010-),USA,5Dr MPV 2.0 TDCi DPF 163 EU5 Titanium X PowerShift Auto6,5,2.0,32920,_19675.00,_16200.00,_13275.00,_11350.00,0.5977,0.4921,0.4033,,0.3448
Subaru,Legacy (2009-),Japan,5Dr Sports Tourer 2.0 D DPF 150 SE NavPlus 6Spd,5,2.0,31370,_18750.00,_15400.00,_12650.00,_10825.00,0.5977,0.4909,0.4033,,0.3451
Ford,Focus (2011-),USA,5Dr Estate 1.6 105 EU5 Zetec Navi,5,1.6,18945,_11325.00,_9300.00,_7650.00,_6500.00,0.5978,0.4909,0.4038,,0.3431
BMW,3 Series (2011-),Germany,330d 4Dr Saloon 3.0 BluePerformance DPF SS 258 EU6 Luxury Auto8,4,3.0,37470,_22400.00,_18425.00,_15125.00,_12925.00,0.5978,0.4917,0.4037,,0.3449
BMW,3 Series (2011-),Germany,335d xDrive 5Dr Touring 3.0 DPF SS 313 EU6 Luxury Professional Media Auto8,5,3.0,44205,_26425.00,_21725.00,_17825.00,_15225.00,0.5978,0.4915,0.4032,,0.3444
Jaguar,XK & XKR (2011-),Britain,XKR 2Dr Convertible 5.0 V8 510 EU5 Auto6,2,5.0,84930,_50775.00,_41750.00,_34275.00,_29275.00,0.5978,0.4916,0.4036,,0.3447
Toyota,Verso (2013-),Japan,5Dr MPV 1.6 D-4D DPF SS 110 EU5 Excel Panoramic Roof 6Spd,5,1.6,24545,_14675.00,_12050.00,_9900.00,_8450.00,0.5979,0.4909,0.4033,,0.3443
Vauxhall,Mokka (2012-),Britain,5Dr SUV 2WD 1.4T 140 EU5 Exclusiv Auto6,5,1.4,19649,_11750.00,_9675.00,_7950.00,_6800.00,0.598,0.4924,0.4046,,0.3461
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 87 EU5 Glam Style,3,1.4,13670,_8175.00,_6700.00,_5500.00,_4700.00,0.598,0.4901,0.4023,,0.3438
Subaru,XV (2012-),Japan,5Dr SUV 2.0i SS 150 EU5 SE Lux Leather 6Spd,5,2.0,22995,_13750.00,_11325.00,_9300.00,_7925.00,0.598,0.4925,0.4044,,0.3446
Mercedes Benz,C Class (2011-),Germany,C200 5Dr Estate 2.1 CDi DPF SS 136 EU5 Executive SE Premium 7G-T+ Auto,5,2.1,32315,_19325.00,_15875.00,_13025.00,_11125.00,0.598,0.4913,0.4031,,0.3443
Volvo,V60 (2013-),Swedish,5Dr Estate 2.4 D5 DPF 215 EU5 R DESIGN Lux Nav GTron Auto6,5,2.4,38085,_22775.00,_18750.00,_15375.00,_13150.00,0.598,0.4923,0.4037,,0.3453
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.3 CDTi ecoFLEX DPF 75 S,5,1.3,14170,_8475.00,_6975.00,_5725.00,_4875.00,0.5981,0.4922,0.404,,0.344
Vauxhall,Adam (2012-),Britain,3Dr Hatchback 1.4 16V 100 EU5 Glam,3,1.4,13500,_8075.00,_6650.00,_5450.00,_4650.00,0.5981,0.4926,0.4037,,0.3444
BMW,3 Series (2011-),Germany,316i 4Dr Saloon 1.6 SS 136 EU6 SE Business Media 6Spd,4,1.6,25290,_15125.00,_12425.00,_10225.00,_8700.00,0.5981,0.4913,0.4043,,0.344
