Manufacturer,Model,Nationality,Derivative,Doors,Engine Size,OTR,12 month 12k miles Part-Ex,24 month 24k miles Part-Ex,36 month 36k miles Part-Ex,48 month 48k miles  Part-Ex,12month 12k miles % of OTR,24 month 24k miles % of OTR,36 month 36k miles % of OTR,3YR % Depreciation,48 month 48k miles % of OTR
BMW,4 Series Convertible (2013-),Germany,420d 2Dr Convertible 2.0 DPF SS 184 EU6 Modern Professional Media 6Spd,2,2.0,40165,_30050.00,_24700.00,_20275.00,_17325.00,0.7482,0.615,0.5048,,0.4313
Mini,Paceman (2012-),Britain,3Dr Paceman All4 1.6 SS 184 EU5 Cooper S Chili Pack 6Spd,3,1.6,26060,_19500.00,_16050.00,_13150.00,_11250.00,0.7483,0.6159,0.5046,,0.4317
Volkswagen,Golf (2012-),Germany,5Dr Hatchback 2.0 TDI BlueMotion Tech DPF SS 150 EU5 GT 6Spd,5,2.0,23955,_17925.00,_14725.00,_12100.00,_10325.00,0.7483,0.6147,0.5051,,0.431
Volvo,XC60 (2013-),Swedish,5Dr SUV 2.4 D5 DPF SS 215 EU5 R DESIGN Lux Nav 6Spd AWD,5,2.4,39790,_29775.00,_24700.00,_20525.00,_17800.00,0.7483,0.6208,0.5158,,0.4473
BMW,X5 (2013-),Germany,xDrive40d 5Dr Station Wagon 3.0 DPF SS 313 EU6 SE Dynamic 7St Auto8,5,3.0,54960,_41125.00,_33825.00,_27775.00,_23750.00,0.7483,0.6154,0.5054,,0.4321
Mini,Paceman (2012-),Britain,3Dr Paceman 1.6 184 EU5 Cooper S Media Pack Auto6,3,1.6,25450,_19050.00,_15650.00,_12850.00,_10975.00,0.7485,0.6149,0.5049,,0.4312
Mercedes Benz,CLA (2013-),Germany,CLA200 4Dr Coupe 1.8 CDi DPF SS 136 EU5 Sport Map Pilot 6Spd,4,1.8,27420,_20525.00,_16875.00,_13850.00,_11850.00,0.7485,0.6154,0.5051,,0.4322
BMW,2 Series (2013-),Germany,218d 2Dr Coupe 2.0 DPF SS 143 EU6 Sport Professional Media 6Spd,2,2.0,27155,_20325.00,_16725.00,_13725.00,_11725.00,0.7485,0.6159,0.5054,,0.4318
Mercedes Benz,GLA Class (2014-),Germany,GLA220 5Dr SUV 2.1 CDi DPF SS 170 EU6 SE Executive 7G-DCT Auto 4MATIC,5,2.1,30860,_23100.00,_18975.00,_15600.00,_13300.00,0.7485,0.6149,0.5055,,0.431
Kia,Sorento (2012-),South Korea,5Dr SUV 2.2 CRDi DPF 194 EU5 KX-2 SNav 6Spd,5,2.2,30195,_22600.00,_18575.00,_15250.00,_13025.00,0.7485,0.6152,0.5051,,0.4314
BMW,X3 (2014-),Germany,xDrive35d 5Dr SUV 3.0 DPF SS 313 EU5 M Sport Auto8,5,3.0,45390,_33975.00,_27950.00,_22925.00,_19600.00,0.7485,0.6158,0.5051,,0.4318
Mini,Countryman (2010-),Britain,5Dr Hatchback 2.0 SD DPF 143 EU5 Cooper S Media Pack Auto6,5,2.0,24580,_18400.00,_15125.00,_12425.00,_10600.00,0.7486,0.6153,0.5055,,0.4312
BMW,4 Series (2013-),Germany,420d 2Dr Coupe 2.0 DPF SS 184 EU6 M Sport 6Spd,2,2.0,34795,_26050.00,_21425.00,_17575.00,_15025.00,0.7487,0.6157,0.5051,,0.4318
Mercedes Benz,M Class (2012-),Germany,ML250 5Dr SUV 2.1CDi BlueTEC DPFR SS 204 EU6 AMG Sport Comand 7G-T Auto,5,2.1,48720,_36475.00,_29975.00,_24625.00,_21025.00,0.7487,0.6153,0.5054,,0.4315
BMW,1 Series (2011-),Germany,114d 3Dr Hatchback 1.6 DPF SS 95 EU5 ES Professional Media 6Spd,3,1.6,21300,_15950.00,_13100.00,_10750.00,_9175.00,0.7488,0.615,0.5047,,0.4308
BMW,X4 (2014-),Germany,xDrive 20d 5Dr SUV 2.0 DPF SS 190 EU6 xLine Professional Media 6Spd,5,2.0,38995,_29200.00,_24025.00,_19700.00,_16850.00,0.7488,0.6161,0.5052,,0.4321
Mercedes Benz,GLA Class (2014-),Germany,GLA200 5Dr SUV 2.1 CDi DPF SS 136 EU6 AMG Line Premium 7G-DCT Auto,5,2.1,29645,_22200.00,_18250.00,_14975.00,_12800.00,0.7489,0.6156,0.5051,,0.4318
Porsche,Macan (2014-),Germany,5Dr SUV 3.6T SS 400 EU6 T PDK Auto7,5,3.6,59990,_44925.00,_36950.00,_30325.00,_25925.00,0.7489,0.6159,0.5055,,0.4322
Mini,Mini Coupe (2011-),Britain,2Dr Coupe John Cooper Works 1.6 211 EU5 Media Auto6,2,1.6,26500,_19850.00,_16300.00,_13400.00,_11450.00,0.7491,0.6151,0.5057,,0.4321
Mini,Mini Coupe (2011-),Britain,2Dr Coupe 1.6 SS 122 EU6 Cooper Pepper and Media Pack 6Spd,2,1.6,18855,_14125.00,_11625.00,_9525.00,_8150.00,0.7491,0.6165,0.5052,,0.4322
BMW,1 Series (2011-),Germany,118d 5Dr Hatchback 2.0 DPF SS 143 EU5 SE Business Media 6Spd,5,2.0,23395,_17525.00,_14400.00,_11825.00,_10125.00,0.7491,0.6155,0.5054,,0.4328
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.0 12V ecoFLEX 65 EU5 Sting AC,3,1.0,9510,_7125.00,_5850.00,_4800.00,_4100.00,0.7492,0.6151,0.5047,,0.4311
Mercedes Benz,GLA Class (2014-),Germany,GLA200 5Dr SUV 2.1 CDi DPF SS 136 EU6 SE Premium 6Spd,5,2.1,27195,_20375.00,_16775.00,_13750.00,_11750.00,0.7492,0.6168,0.5056,,0.4321
Mini,Countryman (2010-),Britain,5Dr Hatchback 1.6 D DPF SS 112 EU5 Cooper Chili and Media Pack 6Spd,5,1.6,23020,_17250.00,_14200.00,_11650.00,_9950.00,0.7493,0.6169,0.5061,,0.4322
Mercedes Benz,CLA (2013-),Germany,CLA200 4Dr Coupe 1.8 CDi DPF SS 136 EU5 Sport 6Spd,4,1.8,26925,_20175.00,_16625.00,_13625.00,_11650.00,0.7493,0.6175,0.506,,0.4327
BMW,4 Series Gran Coupe (2014-),Germany,420d 5Dr Gran Coupe 2.0 DPF SS 184 EU6 SE 6Spd,5,2.0,31795,_23825.00,_19575.00,_16075.00,_13725.00,0.7493,0.6157,0.5056,,0.4317
Mini,Countryman (2010-),Britain,5Dr Hatchback All4 1.6 D DPF SS 112 EU5 Cooper Chili and Media Pack 6Spd,5,1.6,24220,_18150.00,_14925.00,_12250.00,_10450.00,0.7494,0.6162,0.5058,,0.4315
Volkswagen,Golf (2012-),Germany,5Dr Hatchback 1.6 TDI BlueMotion Tech DPF SS 90 EU5 S 6Spd,5,1.6,19250,_14425.00,_11850.00,_9725.00,_8325.00,0.7494,0.6156,0.5052,,0.4325
BMW,4 Series Convertible (2013-),Germany,420d 2Dr Convertible 2.0 DPF SS 184 EU6 SE Professional Media 6Spd,2,2.0,38665,_28975.00,_23825.00,_19550.00,_16700.00,0.7494,0.6162,0.5056,,0.4319
BMW,4 Series Gran Coupe (2014-),Germany,418d 5Dr Gran Coupe 2.0 DPF SS 143 EU6 M Sport 6Spd,5,2.0,33995,_25475.00,_20950.00,_17175.00,_14700.00,0.7494,0.6163,0.5052,,0.4324
Maserati,GranCabrio (2011-),Italy,2Dr Convertible 4.7 V8 440 Auto6,2,4.7,98280,_73650.00,_60550.00,_49700.00,_42450.00,0.7494,0.6161,0.5057,,0.4319
Mini,Mini Coupe (2011-),Britain,2Dr Coupe 1.6 SS 184 EU5 Cooper S MINI Sport and Media Pack 6Spd,2,1.6,23445,_17575.00,_14450.00,_11850.00,_10150.00,0.7496,0.6163,0.5054,,0.4329
BMW,4 Series Gran Coupe (2014-),Germany,420d 5Dr Gran Coupe 2.0 DPF SS 184 EU6 SE Professional Media 6Spd,5,2.0,33685,_25250.00,_20750.00,_17025.00,_14550.00,0.7496,0.616,0.5054,,0.4319
Bentley,Continental Flying Spur Saloon (2013-),Britain,4Dr Saloon 6.0 W12 625 EU5 Mulliner Auto8,4,6.0,150220,_112600.00,_92100.00,_75100.00,_63675.00,0.7496,0.6131,0.4999,0.500058824,0.4239
Ford,Kuga (2012-),USA,5Dr SUV 4WD 2.0 TDCi DPF 163 EU5 Titanium 6Spd,5,2.0,26045,_19525.00,_16075.00,_13175.00,_11250.00,0.7497,0.6172,0.5059,,0.4319
Mercedes Benz,E Class Coupe & Cabriolet (2013-),Germany,E220 2Dr Cabriolet 2.1 CDi DPF SS 170 EU5 AMG Sport 7G-T+ Auto,2,2.1,42480,_31850.00,_26175.00,_21500.00,_18350.00,0.7498,0.6162,0.5061,,0.432
BMW,X4 (2014-),Germany,xDrive 20d 5Dr SUV 2.0 DPF SS 190 EU6 xLine Auto8,5,2.0,39740,_29800.00,_24525.00,_20125.00,_17175.00,0.7499,0.6171,0.5064,,0.4322
BMW,X4 (2014-),Germany,xDrive 20d 5Dr SUV 2.0 DPF SS 190 EU6 M Sport Auto8,5,2.0,41240,_30925.00,_25425.00,_20875.00,_17825.00,0.7499,0.6165,0.5062,,0.4322
BMW,1 Series (2011-),Germany,116d 5Dr Hatchback 2.0 DPF SS 116 EU5 Sport Business Media Auto8,5,2.0,24800,_18600.00,_15300.00,_12525.00,_10700.00,0.75,0.6169,0.505,,0.4315
BMW,1 Series (2011-),Germany,118d 3Dr Hatchback 2.0 DPF SS 143 EU5 SE Business Media 6Spd,3,2.0,22865,_17150.00,_14125.00,_11600.00,_9900.00,0.7501,0.6178,0.5073,,0.433
Ford,Kuga (2012-),USA,5Dr SUV 4WD 2.0 TDCi DPF 140 EU5 Zetec 6Spd,5,2.0,23895,_17925.00,_14750.00,_12100.00,_10350.00,0.7502,0.6173,0.5064,,0.4331
Nissan,Juke (2010-),Japan,5Dr SUV 1.5 dCi 8v DPF SS 110 EU5 Visia 6Spd,5,1.5,14895,_11175.00,_9175.00,_7525.00,_6450.00,0.7503,0.616,0.5052,,0.433
Audi,R8 (2012-),Germany,2Dr Spyder Quattro 4.2 FSI V8 430 EU5 6Spd,2,4.2,102360,_76800.00,_63150.00,_51850.00,_44300.00,0.7503,0.6169,0.5065,,0.4328
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.0 12V ecoFLEX 65 EU5 Sting,3,1.0,8995,_6750.00,_5575.00,_4575.00,_3875.00,0.7504,0.6198,0.5086,,0.4308
Mini,Mini Coupe (2011-),Britain,2Dr Coupe 1.6 SS 122 EU6 Cooper Chili and Media Pack 6Spd,2,1.6,19590,_14700.00,_12075.00,_9900.00,_8475.00,0.7504,0.6164,0.5054,,0.4326
Rolls Royce,Phantom (2010-),Britain,4Dr Saloon 6.7 V12 Auto6,4,6.7,288150,_216225.00,_179500.00,_149150.00,_129225.00,0.7504,0.6229,0.5176,,0.4485
Mercedes Benz,GLA Class (2014-),Germany,GLA220 5Dr SUV 2.1 CDi DPF SS 170 EU6 SE Premium 7G-DCT Auto 4MATIC,5,2.1,31380,_23550.00,_19375.00,_15875.00,_13575.00,0.7505,0.6174,0.5059,,0.4326
BMW,X5 (2013-),Germany,xDrive40d 5Dr Station Wagon 3.0 DPF SS 313 EU6 SE Pure Experience 7St Auto8,5,3.0,54325,_40775.00,_33525.00,_27500.00,_23500.00,0.7506,0.6171,0.5062,,0.4326
Land Rover,Range Rover (2012-),Britain,5Dr Station Wagon 4.4 SD V8 DPF 339 EU5 Vogue SE Auto8,5,4.4,84720,_63600.00,_52025.00,_42400.00,_35950.00,0.7507,0.6141,0.5005,,0.4243
Vauxhall,Corsa (2011-),Britain,3Dr Hatchback 1.2 16V 85 EU5 Sting AC,3,1.2,9855,_7400.00,_6100.00,_4975.00,_4275.00,0.7509,0.619,0.5048,,0.4338
BMW,1 Series (2011-),Germany,116d 3Dr Hatchback 2.0 DPF SS 116 EU5 Sport Business Media Auto8,3,2.0,24270,_18225.00,_14975.00,_12300.00,_10500.00,0.7509,0.617,0.5068,,0.4326
BMW,X5 (2013-),Germany,xDrive25d 5Dr Station Wagon 2.0 DPF SS 218 EU6 SE Dynamic 7St Auto8,5,2.0,49300,_37025.00,_30450.00,_24975.00,_21350.00,0.751,0.6176,0.5066,,0.4331
BMW,1 Series (2011-),Germany,125d 5Dr Hatchback 2.0 DPF SS 218 EU5 M Sport 6Spd,5,2.0,28295,_21250.00,_17475.00,_14325.00,_12250.00,0.751,0.6176,0.5063,,0.4329
Vauxhall,Antara (2010-),Britain,5Dr SUV 2.2 CDTi DPF SS 163 EU5 SE SNav 6Spd AWD,5,2.2,26265,_19725.00,_16225.00,_13300.00,_11375.00,0.751,0.6177,0.5064,,0.4331
BMW,X5 (2013-),Germany,xDrive30d 5Dr Station Wagon 3.0 DPF SS 258 EU6 SE Dynamic 7St Auto8,5,3.0,52300,_39275.00,_32300.00,_26500.00,_22650.00,0.751,0.6176,0.5067,,0.4331
Skoda,Yeti Outdoor (2013-),Czech,5Dr SUV 1.6 TDi CR DPF SS 105 EU5 SE Business GreenLine II,5,1.6,19605,_14725.00,_12225.00,_10150.00,_8800.00,0.7511,0.6236,0.5177,,0.4489
BMW,1 Series (2011-),Germany,114d 5Dr Hatchback 1.6 DPF SS 95 EU5 SE Professional Media 6Spd,5,1.6,22400,_16825.00,_13825.00,_11325.00,_9700.00,0.7511,0.6172,0.5056,,0.433
BMW,1 Series (2011-),Germany,116d 5Dr Hatchback 2.0 DPF SS 116 EU5 M Sport Professional Media 6Spd,5,2.0,25695,_19300.00,_15850.00,_13025.00,_11125.00,0.7511,0.6169,0.5069,,0.433
Morgan,Aero Supersport (2011-),Britain,2Dr Targa 4.8 V8 367 Supersport 6Spd,2,4.8,126900,_95325.00,_79125.00,_65750.00,_56975.00,0.7512,0.6235,0.5181,,0.449
Audi,A5 Sportback (2011-),Germany,5Dr Sportback 1.8 TFSI SS 170 EU6 SE Technik MTron Auto8,5,1.8,31380,_23575.00,_19400.00,_15900.00,_13600.00,0.7513,0.6182,0.5067,,0.4334
Volkswagen,Scirocco (2008-),Germany,3Dr Coupe 2.0 TDI BlueMotion Tech DPF SS 140 EU5 GT Leather SNav 6Spd,3,2.0,25790,_19375.00,_15900.00,_13075.00,_11150.00,0.7513,0.6165,0.507,,0.4323
BMW,4 Series Gran Coupe (2014-),Germany,420d 5Dr Gran Coupe 2.0 DPF SS 184 EU6 SE Business Media Auto8,5,2.0,34235,_25725.00,_21150.00,_17375.00,_14825.00,0.7514,0.6178,0.5075,,0.433
Vauxhall,Corsa (2011-),Britain,5Dr Hatchback 1.2 16V 85 EU5 Sting,5,1.2,9945,_7475.00,_6150.00,_5050.00,_4300.00,0.7516,0.6184,0.5078,,0.4324
Audi,A5 Sportback (2011-),Germany,5Dr Sportback 2.0 TDI ultra DPFR SS 136 EU6 SE Technik 6Spd,5,2.0,31665,_23800.00,_19550.00,_16050.00,_13700.00,0.7516,0.6174,0.5069,,0.4327
BMW,1 Series (2011-),Germany,116d 5Dr Hatchback 2.0 DPF SS 116 EU5 SE Professional Media 6Spd,5,2.0,23085,_17350.00,_14250.00,_11700.00,_10000.00,0.7516,0.6173,0.5068,,0.4332
Porsche,Cayenne (2010-),Germany,5Dr SUV 4.2 TD DPF SS 382 EU5 S TIP S Auto8,5,4.2,59743,_44900.00,_36925.00,_30300.00,_25900.00,0.7516,0.6181,0.5072,,0.4335
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 SS 122 EU6 Cooper 6Spd,3,1.6,14900,_11200.00,_9200.00,_7575.00,_6450.00,0.7517,0.6174,0.5084,,0.4329
BMW,1 Series (2011-),Germany,120d 5Dr Hatchback 2.0 BluePerformance DPF SS 184 EU6 Sport Business Media 6Spd,5,2.0,26840,_20175.00,_16600.00,_13625.00,_11625.00,0.7517,0.6185,0.5076,,0.4331
Mini,Mini Roadster (2011-),Britain,2Dr Roadster 1.6 122 EU6 Cooper MINI Sport and Media Pack Auto6,2,1.6,23410,_17600.00,_14450.00,_11875.00,_10150.00,0.7518,0.6173,0.5073,,0.4336
BMW,1 Series (2011-),Germany,125d 3Dr Hatchback 2.0 DPF SS 218 EU5 M Sport 6Spd,3,2.0,27765,_20875.00,_17150.00,_14100.00,_12050.00,0.7518,0.6177,0.5078,,0.434
Mini,Countryman (2010-),Britain,5Dr Hatchback All4 2.0 SD DPF SS 143 EU5 Cooper S MINI Sport and Media Pack 6Spd,5,2.0,28465,_21400.00,_17600.00,_14450.00,_12350.00,0.7518,0.6183,0.5076,,0.4339
Mini,Mini Coupe (2011-),Britain,2Dr Coupe 2.0 SD DPF 143 EU5 Cooper S Auto6,2,2.0,21780,_16375.00,_13475.00,_11050.00,_9450.00,0.7518,0.6187,0.5073,,0.4339
Kia,Sorento (2012-),South Korea,5Dr SUV 2.2 CRDi DPF 194 EU5 KX-2 Auto6,5,2.2,30595,_23000.00,_18900.00,_15525.00,_13250.00,0.7518,0.6177,0.5074,,0.4331
BMW,4 Series Convertible (2013-),Germany,420d 2Dr Convertible 2.0 DPF SS 184 EU6 Sport Auto8,2,2.0,39600,_29775.00,_24500.00,_20100.00,_17150.00,0.7519,0.6187,0.5076,,0.4331
BMW,1 Series (2011-),Germany,116d 3Dr Hatchback 2.0 DPF SS 116 EU5 M Sport Professional Media 6Spd,3,2.0,25165,_18925.00,_15575.00,_12800.00,_10925.00,0.752,0.6189,0.5086,,0.4341
Volkswagen,Golf (2012-),Germany,3Dr Hatchback 2.0 TDI BlueMotion Tech DPF SS 184 EU6 GTD Discover Nav Pro DSG Auto6,3,2.0,28425,_21375.00,_17575.00,_14425.00,_12325.00,0.752,0.6183,0.5075,,0.4336
BMW,4 Series (2013-),Germany,420d xDrive 2Dr Coupe 2.0 DPF SS 184 EU6 M Sport Professional Media 6Spd,2,2.0,37295,_28050.00,_23050.00,_18925.00,_16175.00,0.7521,0.618,0.5074,,0.4337
Mini,Clubman (2007-),Britain,5Dr Estate 1.6 SS 122 EU6 Cooper MINI Sport CHILI Pack 6Spd,5,1.6,20140,_15150.00,_12450.00,_10225.00,_8725.00,0.7522,0.6182,0.5077,,0.4332
BMW,1 Series (2011-),Germany,114d 3Dr Hatchback 1.6 DPF SS 95 EU5 SE Professional Media 6Spd,3,1.6,21870,_16450.00,_13525.00,_11100.00,_9500.00,0.7522,0.6184,0.5075,,0.4344
Audi,TT (2006-),Germany,2Dr Roadster 2.0 TFSI SS EU5 211 Black Edition STron Auto6,2,2.0,32870,_24725.00,_20325.00,_16700.00,_14275.00,0.7522,0.6183,0.5081,,0.4343
BMW,1 Series (2011-),Germany,114i 5Dr Hatchback 1.6 SS 102 EU6 Sport 6Spd,5,1.6,20000,_15050.00,_12375.00,_10150.00,_8675.00,0.7525,0.6188,0.5075,,0.4338
BMW,4 Series Gran Coupe (2014-),Germany,420d 5Dr Gran Coupe 2.0 DPF SS 184 EU6 Sport Business Media 6Spd,5,2.0,34185,_25725.00,_21150.00,_17375.00,_14825.00,0.7525,0.6187,0.5083,,0.4337
BMW,4 Series Convertible (2013-),Germany,420d 2Dr Convertible 2.0 DPF SS 184 EU6 Luxury Professional Media Auto8,2,2.0,41725,_31400.00,_25825.00,_21200.00,_18125.00,0.7525,0.6189,0.5081,,0.4344
Hyundai,iX35 (2013-),South Korea,5Dr SUV 2.0 CRDi DPF 134 EU5 SE Nav Auto6 4WD,5,2.0,25515,_19200.00,_15775.00,_12950.00,_11075.00,0.7525,0.6183,0.5075,,0.4341
Mini,Paceman (2012-),Britain,3Dr Paceman 1.6 184 EU5 Cooper S Auto6,3,1.6,23650,_17800.00,_14650.00,_12000.00,_10275.00,0.7526,0.6195,0.5074,,0.4345
BMW,1 Series (2011-),Germany,120d 3Dr Hatchback 2.0 BluePerformance DPF SS 184 EU6 Sport Business Media 6Spd,3,2.0,26310,_19800.00,_16300.00,_13375.00,_11450.00,0.7526,0.6195,0.5084,,0.4352
BMW,X4 (2014-),Germany,xDrive 20d 5Dr SUV 2.0 DPF SS 190 EU6 M Sport 6Spd,5,2.0,39595,_29800.00,_24525.00,_20125.00,_17175.00,0.7526,0.6194,0.5083,,0.4338
Audi,TT (2006-),Germany,2Dr Coupe Quattro 2.0 TFSI SS EU5 211 Black Edition STron Auto6,2,2.0,32320,_24325.00,_20000.00,_16400.00,_14025.00,0.7526,0.6188,0.5074,,0.4339
Kia,Rio (2011-),South Korea,5Dr Hatchback 1.25 84 EU5 1,5,1.2,10595,_7975.00,_6525.00,_5325.00,_4525.00,0.7527,0.6159,0.5026,,0.4271
Audi,TT (2006-),Germany,2Dr Coupe 2.0 TFSI SS EU5 211 Sport 6Spd,2,2.0,27700,_20850.00,_17125.00,_14075.00,_12000.00,0.7527,0.6182,0.5081,,0.4332
Mercedes Benz,GLA Class (2014-),Germany,GLA200 5Dr SUV 2.1 CDi DPF SS 136 EU6 AMG Line 7G-DCT Auto,5,2.1,28300,_21300.00,_17500.00,_14375.00,_12275.00,0.7527,0.6184,0.508,,0.4337
Porsche,911 991 (2011-),Germany,Carrera 2Dr Convertible 3.4 SS 350 EU5 7Spd,2,3.4,82859,_62375.00,_51275.00,_42100.00,_35950.00,0.7528,0.6188,0.5081,,0.4339
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 D DPF SS 112 EU5 Cooper Chili Pack 6Spd,3,1.6,18495,_13925.00,_11475.00,_9400.00,_8025.00,0.7529,0.6204,0.5082,,0.4339
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 75 EU6 First Salt Pack 6Spd,3,1.6,12285,_9250.00,_7625.00,_6250.00,_5325.00,0.753,0.6207,0.5088,,0.4335
BMW,4 Series Convertible (2013-),Germany,420d 2Dr Convertible 2.0 DPF SS 184 EU6 Luxury 6Spd,2,2.0,39175,_29500.00,_24250.00,_19925.00,_17000.00,0.753,0.619,0.5086,,0.434
BMW,1 Series (2011-),Germany,118d 5Dr Hatchback 2.0 DPF SS 143 EU5 Sport 6Spd,5,2.0,23505,_17700.00,_14550.00,_11925.00,_10225.00,0.753,0.619,0.5073,,0.435
Aston Martin,V8 Vantage (2005-),Britain,2Dr Coupe 4.7 V8 430 EU5 S 6Spd,2,4.7,97274,_73250.00,_60225.00,_49450.00,_42225.00,0.753,0.6191,0.5084,,0.4341
Mini,Mini (2014-),Britain,3Dr Hatchback 1.5D DPF SS 116 EU6 Cooper Media XL Pack 6Spd,3,1.5,18025,_13575.00,_11150.00,_9150.00,_7825.00,0.7531,0.6186,0.5076,,0.4341
Mini,Mini (2007-),Britain,3Dr Hatchback 2.0 D DPF 112 EU5 Cooper MINI Sport CHILI Pack Auto6,3,2.0,21610,_16275.00,_13400.00,_11000.00,_9375.00,0.7531,0.6201,0.509,,0.4338
BMW,4 Series Gran Coupe (2014-),Germany,420d 5Dr Gran Coupe 2.0 DPF SS 184 EU6 M Sport Auto8,5,2.0,36345,_27375.00,_22525.00,_18475.00,_15775.00,0.7532,0.6198,0.5083,,0.434
Mini,Countryman (2010-),Britain,5Dr Hatchback All4 1.6 184 EU5 Cooper S Step Auto6,5,1.6,24090,_18150.00,_14925.00,_12250.00,_10450.00,0.7534,0.6196,0.5085,,0.4338
Mercedes Benz,GLA Class (2014-),Germany,GLA200 5Dr SUV 2.1 CDi DPF SS 136 EU6 SE 6Spd,5,2.1,25850,_19475.00,_16025.00,_13150.00,_11225.00,0.7534,0.6199,0.5087,,0.4342
Mercedes Benz,M Class (2012-),Germany,ML250 5Dr SUV 2.1CDi BlueTEC DPFR SS 204 EU6 AMG Sport 7G-T Auto,5,2.1,46590,_35100.00,_28850.00,_23675.00,_20225.00,0.7534,0.6192,0.5082,,0.4341
BMW,1 Series (2011-),Germany,116d 5Dr Hatchback 1.6 DPF SS 116 EU5 EfficientDynamics Business 6Spd,5,1.6,22760,_17150.00,_14125.00,_11600.00,_9900.00,0.7535,0.6206,0.5097,,0.435
Mini,Mini Coupe (2011-),Britain,2Dr Coupe 1.6 SS 184 EU5 Cooper S Media Pack 6Spd,2,1.6,21335,_16075.00,_13200.00,_10850.00,_9250.00,0.7535,0.6187,0.5086,,0.4336
Audi,A3 Cabriolet (2013-),Germany,2Dr Cabriolet 1.6 TDI DPF SS 110 EU6 S line 6Spd,2,1.6,29265,_22050.00,_18125.00,_14875.00,_12725.00,0.7535,0.6193,0.5083,,0.4348
Land Rover,Range Rover Sport (2013-),Britain,5Dr SUV 3.0 SD V6 DPF SS 292 EU5 HSE Dynamic Auto8,5,3.0,64995,_48975.00,_40275.00,_33050.00,_28225.00,0.7535,0.6197,0.5085,,0.4343
Mini,Countryman (2010-),Britain,5Dr Hatchback 1.6 SS 122 EU6 Cooper Pepper Pack 6Spd,5,1.6,19275,_14525.00,_11925.00,_9800.00,_8375.00,0.7536,0.6187,0.5084,,0.4345
Mini,Paceman (2012-),Britain,3Dr Paceman All4 1.6 D DPF SS 112 EU5 Cooper Pepper and Media Pack 6Spd,3,1.6,24250,_18275.00,_15025.00,_12325.00,_10525.00,0.7536,0.6196,0.5082,,0.434
BMW,1 Series (2011-),Germany,118d 5Dr Hatchback 2.0 DPF SS 143 EU5 M Sport Business Media 6Spd,5,2.0,25840,_19475.00,_16025.00,_13125.00,_11225.00,0.7537,0.6202,0.5079,,0.4344
BMW,1 Series (2011-),Germany,116d 5Dr Hatchback 2.0 DPF SS 116 EU5 Urban Business Media 6Spd,5,2.0,23250,_17525.00,_14400.00,_11825.00,_10125.00,0.7538,0.6194,0.5086,,0.4355
Porsche,911 991 (2011-),Germany,Turbo 2Dr Coupe 3.8T 530 EU5 T S PDK Auto7,2,3.8,143035,_107825.00,_88650.00,_72775.00,_62175.00,0.7538,0.6198,0.5088,,0.4347
Mini,Mini (2014-),Britain,3Dr Hatchback 1.2 SS 102 EU6 One Pepper and Media XL Pack  6Spd,3,1.2,16215,_12225.00,_10025.00,_8250.00,_7050.00,0.7539,0.6183,0.5088,,0.4348
BMW,1 Series (2011-),Germany,114i 5Dr Hatchback 1.6 SS 102 EU6 Sport Business Media 6Spd,5,1.6,20890,_15750.00,_12950.00,_10625.00,_9075.00,0.7539,0.6199,0.5086,,0.4344
Mini,Paceman (2012-),Britain,3Dr Paceman 1.6 184 EU5 Cooper S Chili and Media Pack Auto6,3,1.6,27085,_20425.00,_16800.00,_13800.00,_11775.00,0.7541,0.6203,0.5095,,0.4347
Mini,Mini (2007-),Britain,3Dr Hatchback 1.6 SS 184 EU5 Cooper S MINI Sport CHILI and Media Pack 6Spd,3,1.6,22975,_17325.00,_14225.00,_11675.00,_9975.00,0.7541,0.6192,0.5082,,0.4342
Mini,Countryman (2010-),Britain,5Dr Hatchback 2.0 SD DPF SS 143 EU5 Cooper S MINI Sport Pack 6Spd,5,2.0,26190,_19750.00,_16250.00,_13350.00,_11425.00,0.7541,0.6205,0.5097,,0.4362
Mini,Countryman (2010-),Britain,5Dr Hatchback 2.0 SD DPF SS 143 EU5 Cooper S Media Pack 6Spd,5,2.0,23870,_18000.00,_14800.00,_12150.00,_10375.00,0.7541,0.62,0.509,,0.4346
Mercedes Benz,GLA Class (2014-),Germany,GLA220 5Dr SUV 2.1 CDi DPF SS 170 EU6 SE 7G-DCT Auto 4MATIC,5,2.1,30035,_22650.00,_18625.00,_15300.00,_13050.00,0.7541,0.6201,0.5094,,0.4345
Porsche,911 991 (2011-),Germany,Carrera 2Dr Coupe 3.8 SS 400 EU5 S 7Spd,2,3.8,84235,_63525.00,_52225.00,_42875.00,_36625.00,0.7541,0.62,0.509,,0.4348
Mini,Paceman (2012-),Britain,3Dr Paceman All4 1.6 D DPF SS 112 EU5 Cooper Media Pack 6Spd,3,1.6,23200,_17500.00,_14375.00,_11800.00,_10100.00,0.7543,0.6196,0.5086,,0.4353
